frame_id,track_id,x,y,w,h,conf,class_id
62,4,1096.79,396.23,55.29,39.69,1,1
62,5,721.37,210.27,57.84,52.44,1,1
62,6,713.68,497.13,51.90,48.00,1,1
62,7,681.28,174.51,52.32,57.82,1,1
62,9,851.45,462.34,49.70,39.86,1,1
62,11,338.06,505.20,62.07,57.69,1,1
62,14,178.55,590.90,61.43,51.67,1,1
62,15,218.24,570.54,48.38,49.92,1,1
62,16,152.04,578.37,48.16,54.34,1,1
63,2,1075.70,414.76,54.49,39.95,1,0
63,3,914.70,453.70,37.10,40.80,1,0
63,4,217.41,513.88,66.31,55.17,1,0
63,5,858.27,436.01,47.71,30.56,1,0
63,4,1109.25,396.60,55.44,40.36,1,1
63,5,736.44,211.04,57.91,51.31,1,1
63,6,728.56,497.61,53.04,48.15,1,1
63,7,697.39,175.75,51.62,56.22,1,1
63,9,865.96,463.82,49.53,39.82,1,1
63,11,353.04,505.06,62.05,57.95,1,1
63,14,195.07,589.41,61.36,50.85,1,1
63,15,235.59,571.33,45.19,47.26,1,1
63,16,167.82,577.32,49.67,54.46,1,1
64,2,1085.99,413.53,55.60,39.96,1,0
64,3,928.40,452.20,37.20,41.70,1,0
64,4,232.10,510.46,64.76,55.70,1,0
64,5,871.57,432.19,47.70,32.98,1,0
64,4,1121.38,395.23,54.87,40.74,1,1
64,5,752.37,209.74,59.36,52.07,1,1
64,6,744.01,495.22,52.83,49.65,1,1
64,7,713.41,174.89,51.34,55.73,1,1
64,9,879.70,461.79,50.73,40.70,1,1
64,11,368.03,502.65,63.41,58.40,1,1
64,14,211.44,587.15,60.04,51.62,1,1
64,15,250.55,569.67,44.09,47.10,1,1
64,16,183.07,575.17,48.80,53.84,1,1
65,2,1097.58,411.97,54.42,40.58,1,0
65,3,940.50,451.30,41.40,41.80,1,0
65,4,246.38,511.77,64.27,55.85,1,0
65,5,883.71,430.59,52.76,34.78,1,0
65,4,1131.79,393.12,56.65,42.09,1,1
65,5,766.90,209.05,58.78,52.64,1,1
65,6,757.28,494.61,55.04,50.59,1,1
65,7,727.77,174.30,51.90,56.25,1,1
65,9,893.49,461.92,50.06,40.79,1,1
65,11,383.36,503.47,61.76,59.83,1,1
65,14,227.16,589.37,60.03,50.58,1,1
65,15,265.59,570.03,43.31,47.06,1,1
65,16,198.39,575.97,49.94,54.43,1,1
66,2,1108.40,411.92,55.23,40.08,1,0
66,3,954.90,451.30,40.90,41.30,1,0
66,4,261.91,513.21,63.23,56.23,1,0
66,5,896.97,429.72,55.39,36.25,1,0
66,4,1143.54,394.51,58.11,39.27,1,1
66,5,780.38,210.48,59.97,52.54,1,1
66,6,774.96,496.73,51.98,48.38,1,1
66,7,741.67,175.64,52.63,56.70,1,1
66,9,906.65,462.05,51.30,40.86,1,1
66,11,399.86,506.10,60.64,59.73,1,1
66,14,244.39,591.33,58.52,49.19,1,1
66,15,280.06,572.41,43.10,46.66,1,1
66,16,214.78,577.84,49.84,54.06,1,1
67,2,1122.12,411.55,55.76,41.35,1,0
67,3,971.40,453.50,41.90,39.40,1,0
67,4,278.66,512.16,62.11,54.86,1,0
67,5,911.18,432.54,48.49,33.76,1,0
67,4,1156.89,394.62,58.91,40.48,1,1
67,5,796.65,211.17,61.01,51.32,1,1
67,6,790.85,497.48,53.89,46.83,1,1
67,7,758.04,175.73,53.27,56.38,1,1
67,9,922.53,461.78,52.49,40.96,1,1
67,11,418.10,504.41,59.24,58.18,1,1
67,14,263.07,589.52,55.66,48.90,1,1
67,15,296.85,569.94,43.05,46.78,1,1
67,16,232.71,575.53,48.27,53.91,1,1
68,2,1136.42,411.95,56.20,40.58,1,0
68,3,987.30,452.40,43.00,39.50,1,0
68,4,295.62,511.10,60.90,54.73,1,0
68,4,1170.56,394.09,60.86,40.57,1,1
68,5,818.36,210.12,60.65,49.79,1,1
68,6,809.23,496.13,54.07,48.62,1,1
68,7,777.41,174.37,53.62,56.55,1,1
68,9,936.60,461.01,54.38,42.05,1,1
68,11,436.51,504.46,58.10,56.82,1,1
68,14,281.48,587.01,57.41,50.23,1,1
68,15,313.04,568.88,43.27,46.62,1,1
68,16,251.46,575.35,45.93,54.28,1,1
69,2,1148.59,410.07,57.91,43.50,1,0
69,3,1003.50,452.70,44.70,39.40,1,0
69,4,312.13,512.03,60.29,54.76,1,0
69,5,940.82,434.43,49.06,31.51,1,0
69,4,1181.80,393.62,63.92,41.37,1,1
69,5,836.20,209.13,60.84,49.68,1,1
69,6,825.60,496.64,55.46,47.72,1,1
69,7,795.50,174.58,53.42,55.50,1,1
69,9,950.22,461.22,55.90,43.05,1,1
69,11,454.37,506.62,57.22,55.83,1,1
69,14,300.71,588.80,55.06,50.04,1,1
69,15,329.21,570.00,43.47,46.84,1,1
69,16,269.78,576.83,46.00,53.91,1,1
70,2,1160.07,411.94,58.53,41.32,1,0
70,3,1019.30,457.50,43.30,34.70,1,0
70,4,328.45,512.82,58.28,54.68,1,0
70,5,954.47,433.08,47.52,33.41,1,0
70,4,1197.52,394.73,61.35,40.68,1,1
70,5,853.30,211.81,60.39,49.19,1,1
70,6,843.30,496.29,55.55,48.45,1,1
70,7,811.32,177.40,53.59,54.52,1,1
70,9,966.73,462.44,54.97,42.05,1,1
70,11,471.31,506.79,57.08,56.11,1,1
70,14,318.77,589.70,53.12,49.84,1,1
70,15,345.05,570.54,43.49,46.90,1,1
70,16,287.18,577.62,42.03,52.86,1,1
71,2,1173.34,411.26,58.84,41.76,1,0
71,3,1034.50,453.10,44.70,38.10,1,0
71,4,344.56,511.10,57.98,54.39,1,0
71,5,967.39,427.76,44.77,37.92,1,0
71,4,1214.84,394.83,58.08,39.23,1,1
71,5,868.24,211.39,64.76,48.43,1,1
71,6,862.13,495.38,54.64,48.15,1,1
71,7,826.16,176.74,57.16,55.15,1,1
71,9,982.83,461.33,54.63,42.48,1,1
71,11,489.09,503.32,55.60,57.10,1,1
71,14,336.55,587.07,52.79,50.59,1,1
71,15,361.13,568.38,43.04,46.55,1,1
71,16,304.84,575.43,41.47,53.36,1,1
72,2,1185.07,409.79,61.19,43.02,1,0
72,3,1049.30,451.70,44.70,38.50,1,0
72,4,360.63,510.90,57.19,54.71,1,0
72,5,980.97,438.37,39.22,26.81,1,0
72,4,1227.78,393.45,52.22,39.88,1,1
72,5,888.13,209.91,62.55,48.50,1,1
72,6,877.03,490.47,56.48,52.12,1,1
72,7,845.46,175.31,56.12,55.10,1,1
72,9,997.85,460.25,53.98,42.78,1,1
72,11,505.95,503.83,55.30,56.52,1,1
72,14,354.70,586.80,49.92,51.37,1,1
72,15,378.28,568.38,41.75,47.18,1,1
72,16,322.21,575.39,41.46,53.20,1,1
73,2,1197.84,411.12,60.89,41.36,1,0
73,3,1064.80,448.50,44.70,42.80,1,0
73,4,376.51,511.94,56.33,54.88,1,0
73,5,995.22,429.85,44.56,36.72,1,0
73,5,903.34,211.00,64.81,48.50,1,1
73,6,893.48,493.77,57.34,49.30,1,1
73,7,862.04,175.88,56.78,55.49,1,1
73,9,1013.19,461.81,53.86,42.35,1,1
73,11,522.96,503.94,55.49,57.50,1,1
73,14,372.79,588.51,49.16,51.68,1,1
73,15,395.23,569.32,39.65,47.25,1,1
73,16,339.10,575.99,44.74,53.14,1,1
74,2,1210.33,411.70,62.36,41.35,1,0
74,3,1080.70,452.30,45.40,39.10,1,0
74,4,392.99,511.72,55.36,54.39,1,0
74,5,1009.34,427.96,43.50,39.56,1,0
74,5,921.89,211.86,64.47,47.71,1,1
74,6,910.18,493.75,58.24,49.07,1,1
74,7,876.02,175.71,59.89,56.27,1,1
74,9,1028.50,461.83,54.59,41.35,1,1
74,11,540.34,504.13,54.97,56.40,1,1
74,14,390.74,589.19,46.99,48.14,1,1
74,15,413.15,570.03,37.22,46.28,1,1
74,16,356.17,575.09,41.78,53.01,1,1
75,2,1222.88,411.24,57.12,41.48,1,0
75,3,1096.40,453.20,45.80,37.80,1,0
75,4,408.78,511.48,55.00,53.51,1,0
75,5,1024.64,425.19,43.99,42.73,1,0
75,5,938.87,210.52,65.97,48.09,1,1
75,6,927.16,493.26,58.94,48.54,1,1
75,7,894.11,175.55,59.73,55.70,1,1
75,9,1044.43,461.42,54.72,40.00,1,1
75,11,557.71,503.13,54.61,55.94,1,1
75,14,408.41,587.55,46.43,48.37,1,1
75,15,429.61,568.75,37.29,45.94,1,1
75,16,374.02,573.96,40.40,53.00,1,1
76,2,1234.60,410.89,45.04,41.78,1,0
76,3,1110.00,454.40,47.70,37.10,1,0
76,4,424.46,509.96,55.05,56.41,1,0
76,5,1036.72,425.65,46.76,42.57,1,0
76,5,954.44,210.43,67.66,49.66,1,1
76,6,942.87,493.49,59.91,49.68,1,1
76,7,908.88,175.09,62.22,56.26,1,1
76,9,1058.32,461.61,55.71,40.24,1,1
76,11,573.43,504.85,54.44,55.94,1,1
76,14,426.03,589.59,45.38,48.21,1,1
76,15,445.35,570.83,37.21,47.41,1,1
76,16,390.62,575.53,39.79,53.59,1,1
77,3,1124.20,452.50,48.40,39.00,1,0
77,4,439.68,508.55,54.31,57.76,1,0
77,5,1049.75,425.89,48.00,41.66,1,0
77,5,969.98,212.52,67.63,50.07,1,1
77,6,958.81,492.51,60.63,50.02,1,1
77,7,926.33,176.43,60.66,56.81,1,1
77,9,1071.87,461.54,56.70,40.97,1,1
77,11,589.17,505.94,55.56,54.89,1,1
77,14,442.55,588.93,46.56,49.12,1,1
77,15,458.68,570.48,38.67,47.33,1,1
77,16,406.93,576.05,39.90,53.27,1,1
78,3,1139.20,451.60,47.60,38.00,1,0
78,4,455.12,509.58,53.25,55.28,1,0
78,5,1062.47,423.18,52.51,42.69,1,0
78,5,986.06,211.28,68.55,49.54,1,1
78,6,975.42,492.51,61.96,48.26,1,1
78,7,941.76,176.11,61.47,56.14,1,1
78,9,1084.57,459.40,59.19,41.09,1,1
78,11,606.15,505.00,54.39,54.26,1,1
78,14,459.35,588.04,45.09,48.54,1,1
78,15,476.03,571.17,36.26,46.02,1,1
78,16,423.33,574.79,38.71,53.16,1,1
79,3,1153.50,453.00,48.90,36.40,1,0
79,4,470.51,510.37,53.38,54.81,1,0
79,5,1077.19,421.86,51.29,44.82,1,0
79,5,1003.29,210.41,68.80,49.80,1,1
79,6,991.43,492.82,63.26,48.20,1,1
79,7,957.96,174.78,62.56,56.36,1,1
79,9,1100.82,458.95,58.59,41.13,1,1
79,11,623.19,503.42,53.69,56.07,1,1
79,14,476.53,588.12,45.27,48.70,1,1
79,15,493.52,571.41,34.35,45.29,1,1
79,16,439.52,575.09,39.79,52.95,1,1
80,3,1169.30,454.60,49.00,36.00,1,0
80,4,486.71,512.64,52.32,52.92,1,0
80,5,1090.87,424.61,53.19,42.51,1,0
80,5,1019.57,211.71,69.34,51.22,1,1
80,6,1008.19,493.15,64.42,49.35,1,1
80,7,972.88,175.97,63.25,56.50,1,1
80,9,1115.61,460.01,58.98,40.37,1,1
80,11,639.41,506.40,54.97,53.54,1,1
80,14,494.40,587.47,46.72,49.81,1,1
80,16,457.17,575.63,39.40,52.34,1,1
81,3,1186.10,452.60,49.30,37.60,1,0
81,4,503.48,510.98,52.06,53.83,1,0
81,5,1104.58,425.23,54.38,41.61,1,0
81,5,1036.42,213.33,71.21,51.02,1,1
81,6,1025.77,493.83,64.51,48.16,1,1
81,7,989.86,177.06,64.72,56.71,1,1
81,9,1131.49,459.82,60.09,41.53,1,1
81,11,657.36,504.24,54.03,55.74,1,1
81,14,512.88,585.81,47.08,49.67,1,1
81,16,475.21,575.70,40.13,51.75,1,1
81,18,6.43,327.01,68.00,47.93,1,1
82,3,1202.80,451.30,49.50,38.30,1,0
82,4,520.09,511.05,50.95,52.77,1,0
82,5,1120.43,423.77,56.84,42.30,1,0
82,5,1055.96,211.44,72.32,51.79,1,1
82,6,1044.48,492.54,64.05,47.99,1,1
82,7,1008.65,175.40,65.93,56.81,1,1
82,9,1146.65,459.04,62.65,42.73,1,1
82,11,675.53,503.77,54.05,54.46,1,1
82,14,531.02,584.98,47.48,49.41,1,1
82,16,492.92,574.13,40.28,51.93,1,1
82,18,26.72,325.37,65.62,46.98,1,1
82,19,0.34,320.85,44.13,46.09,1,1
83,3,1216.70,451.20,51.60,39.00,1,0
83,4,536.89,512.46,50.26,53.13,1,0
83,5,1133.88,424.07,60.53,43.13,1,0
83,5,1072.93,211.32,73.14,51.93,1,1
83,6,1058.09,491.94,67.87,49.10,1,1
83,7,1026.67,175.53,66.10,57.39,1,1
83,9,1162.71,459.53,60.92,42.85,1,1
83,11,692.77,504.44,54.22,55.33,1,1
83,14,548.71,586.40,48.25,49.77,1,1
83,16,510.55,575.73,40.32,52.35,1,1
83,18,46.22,325.31,64.87,47.17,1,1
84,3,1231.10,449.90,48.90,40.90,1,0
84,4,552.19,512.73,50.81,54.11,1,0
84,5,1147.50,425.71,60.60,42.97,1,0
84,5,1088.39,213.32,74.12,53.15,1,1
84,6,1075.39,492.71,67.54,48.77,1,1
84,7,1039.04,177.42,69.00,57.35,1,1
84,9,1177.53,460.55,60.80,41.98,1,1
84,11,709.35,505.09,55.52,54.97,1,1
84,14,566.32,587.35,48.54,49.47,1,1
84,16,527.61,575.94,40.69,53.12,1,1
84,18,64.80,326.61,63.65,47.45,1,1
84,20,116.42,189.42,49.32,40.56,1,1
84,21,37.47,322.24,44.82,46.12,1,1
84,22,0.22,648.24,41.56,56.81,1,1
85,3,1241.60,440.80,38.40,48.40,1,0
85,4,567.72,512.04,50.36,53.55,1,0
85,5,1166.98,423.13,55.11,44.44,1,0
85,5,1106.51,212.43,74.38,52.20,1,1
85,6,1092.19,491.70,67.48,48.98,1,1
85,7,1058.61,176.57,67.49,57.55,1,1
85,9,1192.73,458.94,61.85,42.12,1,1
85,11,725.17,504.59,56.52,54.00,1,1
85,14,583.41,586.26,48.51,48.46,1,1
85,16,544.36,575.40,40.66,51.38,1,1
85,18,81.88,325.16,62.77,47.95,1,1
85,20,132.59,188.13,50.07,40.72,1,1
85,21,54.73,320.86,44.90,45.26,1,1
85,23,140.52,326.42,45.51,50.07,1,1
86,4,583.30,511.20,50.12,52.23,1,0
86,5,1187.41,422.26,51.23,44.08,1,0
86,5,1125.68,210.05,73.33,52.21,1,1
86,6,1108.78,490.24,68.24,48.54,1,1
86,7,1072.49,174.31,71.58,57.11,1,1
86,9,1207.11,457.74,63.29,41.66,1,1
86,11,742.60,503.51,55.39,53.61,1,1
86,14,601.34,585.90,48.94,49.17,1,1
86,16,561.06,574.07,41.37,52.03,1,1
86,18,99.63,325.40,62.06,48.00,1,1
86,20,146.77,186.47,50.62,40.41,1,1
86,21,71.34,321.10,45.92,46.76,1,1
86,23,158.86,331.33,40.80,46.63,1,1
86,24,704.37,224.13,50.05,45.84,1,1
87,4,599.81,512.04,49.40,53.11,1,0
87,5,1205.89,423.11,43.79,44.93,1,0
87,6,0.07,405.59,40.56,58.44,1,0
87,5,1141.10,211.61,75.15,52.75,1,1
87,6,1126.89,492.67,68.63,48.45,1,1
87,7,1085.59,175.66,74.72,57.07,1,1
87,9,1222.72,458.61,57.28,42.47,1,1
87,11,759.98,504.48,55.74,54.48,1,1
87,14,618.36,586.42,49.98,49.25,1,1
87,16,578.26,575.27,41.27,52.48,1,1
87,18,119.32,325.72,60.85,47.95,1,1
87,20,164.69,187.56,50.32,42.15,1,1
87,21,90.81,322.54,46.38,46.76,1,1
87,23,175.53,331.06,40.93,45.89,1,1
87,24,719.30,225.18,49.07,45.85,1,1
87,25,34.42,601.05,65.08,55.10,1,1
88,4,616.60,511.95,48.79,52.51,1,0
88,5,1159.05,212.36,76.52,53.43,1,1
88,6,1144.60,491.96,69.64,48.08,1,1
88,7,1106.26,176.54,72.54,57.97,1,1
88,9,1236.18,456.99,43.64,44.32,1,1
88,11,777.25,503.98,55.78,54.20,1,1
88,14,636.52,585.69,49.18,49.55,1,1
88,16,595.80,573.89,42.13,53.15,1,1
88,18,138.87,325.37,59.79,47.24,1,1
88,20,182.25,188.04,47.00,40.54,1,1
88,21,109.84,321.99,45.37,45.81,1,1
88,23,190.37,331.95,41.11,44.64,1,1
88,24,735.30,225.55,47.41,45.75,1,1
88,25,53.97,600.22,63.51,54.30,1,1
88,26,647.49,227.48,44.91,46.90,1,1
88,27,242.76,181.42,50.55,44.84,1,1
88,28,0.18,232.34,52.53,41.08,1,1
89,4,633.50,512.06,48.29,50.68,1,0
89,5,1174.56,210.98,80.12,51.95,1,1
89,6,1161.88,489.13,71.46,49.02,1,1
89,7,1124.87,175.89,73.54,57.98,1,1
89,11,795.34,501.77,56.37,55.15,1,1
89,14,655.08,584.02,49.74,49.39,1,1
89,16,613.63,572.53,42.56,51.70,1,1
89,18,158.88,323.61,58.15,47.15,1,1
89,20,199.53,187.80,45.27,39.27,1,1
89,21,128.60,319.99,45.18,47.07,1,1
89,23,209.22,331.65,40.62,43.04,1,1
89,25,73.25,598.61,62.02,55.15,1,1
89,26,662.76,224.58,43.69,45.74,1,1
89,27,259.44,181.18,48.45,43.95,1,1
89,28,1.95,230.79,69.28,41.52,1,1
90,4,650.84,512.75,47.93,52.14,1,0
90,5,1193.47,211.22,79.49,52.88,1,1
90,6,1178.55,488.95,73.16,50.89,1,1
90,7,1144.95,175.64,72.18,58.30,1,1
90,11,812.63,503.55,57.50,55.21,1,1
90,14,673.63,585.65,48.42,50.30,1,1
90,16,632.64,575.67,41.11,51.06,1,1
90,18,178.19,326.47,56.84,47.13,1,1
90,20,216.80,187.74,51.01,40.81,1,1
90,21,148.06,322.34,45.55,48.01,1,1
90,22,85.66,647.38,67.17,55.53,1,1
90,25,90.23,601.73,63.18,54.85,1,1
90,26,677.69,227.00,42.43,44.54,1,1
90,27,277.20,178.62,46.49,46.82,1,1
90,28,21.58,232.00,68.26,41.62,1,1
90,29,634.67,239.23,34.51,41.85,1,1
91,4,668.00,512.98,48.68,52.05,1,0
91,5,1210.14,213.34,69.86,52.50,1,1
91,6,1195.84,488.92,75.05,50.97,1,1
91,7,1159.57,177.84,74.82,57.38,1,1
91,11,830.95,503.98,58.22,55.62,1,1
91,14,692.38,586.62,49.19,48.60,1,1
91,16,651.13,575.09,42.55,51.27,1,1
91,18,199.16,327.36,55.79,46.80,1,1
91,20,236.30,190.90,47.05,39.71,1,1
91,21,167.74,323.16,45.28,47.19,1,1
91,22,106.91,647.84,62.87,54.14,1,1
91,25,110.78,601.22,61.95,53.75,1,1
91,27,295.43,182.84,45.46,44.92,1,1
91,28,41.46,234.12,68.03,41.66,1,1
91,29,645.52,240.86,38.93,41.92,1,1
91,30,0.05,199.09,50.96,50.77,1,1
91,31,0.13,433.80,43.98,51.09,1,1
92,4,685.37,512.14,47.88,51.16,1,0
92,5,1230.06,213.93,49.93,49.06,1,1
92,6,1213.80,485.95,66.20,51.46,1,1
92,7,1178.87,176.61,75.35,59.28,1,1
92,11,848.81,501.59,59.70,55.54,1,1
92,14,711.47,584.87,49.37,49.00,1,1
92,16,669.08,572.09,43.33,52.87,1,1
92,18,218.47,325.44,55.63,47.42,1,1
92,20,253.24,190.19,48.31,38.26,1,1
92,21,186.32,322.18,45.35,47.26,1,1
92,22,128.33,645.12,63.93,55.84,1,1
92,25,132.07,599.77,59.81,54.64,1,1
92,27,312.32,180.90,43.10,45.18,1,1
92,28,61.53,232.87,65.13,41.44,1,1
92,29,661.09,239.78,40.15,42.77,1,1
92,30,7.64,197.49,61.44,50.55,1,1
93,4,703.14,512.58,47.51,50.66,1,0
93,5,1248.31,217.06,31.69,43.65,1,1
93,6,1232.11,486.31,47.89,49.82,1,1
93,7,1198.78,175.58,75.71,56.42,1,1
93,11,868.56,501.68,59.22,54.98,1,1
93,14,730.15,584.89,50.56,49.38,1,1
93,16,688.18,572.35,43.98,52.84,1,1
93,18,239.04,325.86,54.92,47.04,1,1
93,20,271.35,189.29,46.35,38.98,1,1
93,21,206.50,321.71,45.32,47.61,1,1
93,22,150.58,646.18,62.82,55.58,1,1
93,25,152.96,600.26,61.14,54.80,1,1
93,26,725.86,225.46,41.54,47.05,1,1
93,27,327.42,181.58,43.38,45.67,1,1
93,28,82.12,233.34,63.78,41.46,1,1
93,29,680.85,239.37,36.46,43.06,1,1
93,30,27.50,197.26,61.25,50.94,1,1
94,4,721.56,512.70,47.30,50.50,1,0
94,7,1216.27,178.12,63.73,59.75,1,1
94,11,887.91,503.34,60.26,53.84,1,1
94,14,750.74,584.68,50.86,49.29,1,1
94,16,708.49,572.40,43.10,53.02,1,1
94,18,261.21,327.04,54.05,45.69,1,1
94,20,291.14,191.42,44.86,38.32,1,1
94,21,228.44,323.04,45.40,47.26,1,1
94,22,173.45,644.31,61.27,54.44,1,1
94,25,174.47,599.21,60.37,54.67,1,1
94,27,347.76,182.86,42.45,46.62,1,1
94,28,104.88,234.96,62.55,40.82,1,1
94,30,51.16,200.13,60.40,49.43,1,1
95,4,740.47,511.56,47.45,51.27,1,0
95,6,113.22,405.14,76.54,54.03,1,0
95,7,1236.80,177.44,42.96,69.74,1,1
95,11,908.31,503.32,60.57,54.03,1,1
95,14,771.76,583.86,50.42,48.07,1,1
95,16,727.94,570.94,44.31,53.31,1,1
95,18,283.50,324.97,53.35,46.48,1,1
95,20,311.17,190.19,44.58,38.81,1,1
95,21,250.00,321.49,44.65,46.74,1,1
95,22,195.90,642.01,60.67,54.51,1,1
95,25,195.52,597.73,60.48,55.05,1,1
95,27,367.66,181.18,40.01,47.54,1,1
95,28,127.87,232.80,60.51,40.75,1,1
95,30,74.46,197.66,60.37,50.48,1,1
96,4,758.27,511.48,46.97,51.60,1,0
96,6,134.33,405.50,74.85,54.65,1,0
96,7,172.51,187.88,58.53,52.03,1,0
96,11,927.46,502.85,60.36,53.92,1,1
96,14,790.62,584.25,51.93,50.08,1,1
96,16,746.28,572.62,45.53,52.53,1,1
96,18,304.65,325.04,52.08,47.69,1,1
96,20,330.39,187.52,46.28,40.50,1,1
96,21,270.83,321.20,43.34,47.49,1,1
96,22,217.04,644.68,59.68,54.44,1,1
96,25,216.07,599.19,59.75,55.92,1,1
96,27,385.40,180.23,38.76,46.34,1,1
96,28,147.66,231.07,60.08,42.24,1,1
96,30,96.00,195.03,59.33,52.43,1,1
97,4,775.56,512.12,47.36,51.85,1,0
97,6,154.93,407.03,73.21,54.10,1,0
97,7,192.05,191.08,58.41,52.19,1,0
97,11,944.87,502.01,62.68,55.24,1,1
97,14,808.82,585.14,52.92,48.95,1,1
97,16,765.97,572.77,44.57,51.94,1,1
97,18,323.42,327.12,52.47,46.55,1,1
97,20,349.18,190.76,43.13,38.26,1,1
97,21,289.72,322.79,45.63,47.75,1,1
97,22,238.71,645.62,58.49,53.66,1,1
97,25,235.64,601.71,59.45,54.01,1,1
97,27,403.16,183.73,38.42,43.52,1,1
97,28,167.92,234.04,58.32,41.24,1,1
97,30,116.52,197.43,61.26,52.53,1,1
98,4,792.53,510.00,47.87,52.85,1,0
98,6,173.72,406.86,72.16,53.11,1,0
98,7,210.75,190.61,58.28,51.11,1,0
98,11,962.14,500.78,63.83,55.18,1,1
98,14,827.36,582.91,53.26,49.91,1,1
98,16,783.49,571.95,45.80,51.41,1,1
98,18,343.47,326.14,49.60,45.87,1,1
98,20,362.41,189.34,47.83,38.44,1,1
98,21,308.40,321.53,45.52,48.41,1,1
98,22,258.80,644.08,58.07,54.94,1,1
98,25,255.86,600.51,57.43,54.58,1,1
98,27,419.94,182.40,37.35,42.82,1,1
98,28,186.04,232.96,58.06,41.05,1,1
98,30,135.60,197.92,59.61,52.28,1,1
98,31,116.17,432.27,72.77,53.31,1,1
99,4,809.63,510.78,48.00,51.91,1,0
99,6,193.90,405.25,70.94,54.17,1,0
99,7,227.95,190.20,59.45,51.77,1,0
99,11,980.35,501.52,64.83,54.67,1,1
99,14,845.89,582.66,53.67,50.26,1,1
99,16,801.07,572.07,46.27,50.55,1,1
99,18,363.37,325.10,51.21,44.58,1,1
99,20,384.54,190.17,44.13,37.52,1,1
99,21,327.96,320.23,45.75,48.66,1,1
99,22,279.62,643.39,56.98,54.82,1,1
99,25,274.75,599.64,57.73,55.24,1,1
99,27,438.27,181.71,35.29,44.47,1,1
99,28,206.10,232.65,57.53,41.20,1,1
99,30,155.87,197.15,59.30,52.73,1,1
99,31,138.37,431.34,71.32,53.11,1,1
100,4,826.18,509.83,49.77,52.56,1,0
100,6,213.81,405.96,69.27,53.53,1,0
100,7,250.19,191.51,54.81,51.41,1,0
100,11,997.29,502.04,66.00,53.70,1,1
100,14,864.86,581.81,54.28,50.57,1,1
100,16,819.40,570.95,46.69,53.71,1,1
100,18,384.18,325.78,50.09,46.41,1,1
100,20,407.50,191.38,38.82,35.48,1,1
100,21,348.56,321.48,42.56,47.71,1,1
100,22,300.39,643.02,55.63,55.31,1,1
100,25,294.33,598.85,57.43,53.48,1,1
100,27,453.37,183.79,36.60,43.79,1,1
100,28,228.57,233.68,54.18,40.46,1,1
100,30,177.85,198.29,56.90,52.07,1,1
100,31,160.56,431.16,70.66,52.04,1,1
101,4,842.74,509.29,49.71,52.04,1,0
101,6,233.16,404.57,67.72,54.10,1,0
101,7,268.94,191.09,53.05,51.55,1,0
101,11,1014.74,500.89,67.27,53.73,1,1
101,14,882.52,581.15,54.82,50.03,1,1
101,16,836.70,570.22,47.17,52.64,1,1
101,18,402.64,325.19,51.59,47.95,1,1
101,20,431.06,191.28,32.73,35.95,1,1
101,21,367.54,321.39,41.76,45.59,1,1
101,22,320.80,642.24,53.65,53.51,1,1
101,25,311.76,598.11,59.42,53.73,1,1
101,27,471.02,183.78,34.80,43.76,1,1
101,28,247.31,233.44,54.46,40.39,1,1
101,30,198.21,198.41,58.06,52.48,1,1
101,31,181.70,430.92,68.85,51.13,1,1
102,4,859.49,509.22,50.31,52.68,1,0
102,6,252.66,406.70,66.49,54.21,1,0
102,7,285.66,189.87,53.37,50.35,1,0
102,11,1031.84,500.87,70.84,54.12,1,1
102,14,900.30,581.98,56.36,50.33,1,1
102,16,854.30,571.20,47.00,51.98,1,1
102,18,421.75,324.99,54.26,47.97,1,1
102,20,453.26,190.38,26.04,35.58,1,1
102,21,384.95,321.34,42.84,47.22,1,1
102,22,339.99,643.37,53.60,55.28,1,1
102,25,332.03,599.51,58.09,53.92,1,1
102,27,486.75,182.07,34.62,44.40,1,1
102,28,265.15,232.77,54.53,40.34,1,1
102,30,216.62,197.82,56.86,52.54,1,1
102,31,201.83,431.97,67.49,52.58,1,1
103,4,875.34,510.64,49.36,53.00,1,0
103,6,270.71,407.51,65.31,55.09,1,0
103,7,302.35,191.06,55.11,50.96,1,0
103,11,1048.81,502.91,69.79,54.16,1,1
103,14,917.29,583.25,56.80,49.69,1,1
103,16,871.09,571.88,48.23,52.96,1,1
103,18,440.24,327.21,52.71,47.14,1,1
103,21,402.62,322.81,45.19,46.74,1,1
103,22,359.69,644.34,53.11,54.47,1,1
103,25,349.37,600.08,57.09,54.04,1,1
103,28,284.25,234.43,53.49,40.54,1,1
103,30,237.05,199.09,56.29,52.82,1,1
103,31,222.45,433.10,65.94,52.65,1,1
104,4,891.19,507.66,48.46,53.45,1,0
104,6,288.98,406.86,63.40,53.72,1,0
104,7,316.99,190.97,55.27,50.75,1,0
104,11,1064.05,501.60,71.61,52.59,1,1
104,14,933.58,580.61,57.69,50.06,1,1
104,16,887.12,569.39,48.73,53.20,1,1
104,18,458.19,326.40,51.76,47.12,1,1
104,21,420.10,322.20,44.71,47.45,1,1
104,22,377.54,642.88,53.05,54.87,1,1
104,25,368.25,598.73,55.34,55.20,1,1
104,28,302.21,233.77,51.90,40.47,1,1
104,30,254.85,197.66,56.36,53.36,1,1
104,31,241.00,431.43,65.08,52.69,1,1
104,32,990.91,228.85,47.86,44.62,1,1
104,33,966.30,261.39,45.68,35.85,1,1
